user_id,books_rated
330,87
331,94
332,122
333,75
334,104
335,141
336,129
337,90
338,155
339,92
340,93
341,159
342,142
343,165
344,100
345,150
346,143
347,92
348,93
349,148
350,92
351,122
352,141
353,97
354,51
355,62
356,131
357,101
358,131
359,97
360,137
361,123
362,149
363,163
364,75
365,123
366,145
367,118
368,178
369,71
370,128
371,107
372,129
373,92
374,114
375,126
376,144
377,145
378,119
379,108
380,82
381,162
382,80
383,117
384,113
385,124
386,59
387,148
388,107
389,138
390,108
391,86
392,110
393,130
394,120
395,132
396,134
397,103
398,129
399,103
400,139
401,85
402,122
403,139
404,93
405,118
406,106
407,158
408,91
409,133
410,98
411,65
412,123
413,124
414,106
415,87
416,129
417,114
418,50
419,120
420,138
421,128
422,129
423,92
424,160
425,153
426,137
427,111
428,93
429,124
430,159
431,124
432,121
433,86
434,109
435,87
436,100
437,101
438,90
439,181
440,131
441,133
442,81
443,139
444,92
445,110
446,164
447,145
448,107
449,77
450,118
451,129
452,145
453,118
454,138
455,111
456,128
457,106
458,121
459,123
460,118
461,155
462,131
463,142
464,61
465,92
466,132
467,134
468,123
469,111
470,102
471,115
472,120
473,112
474,109
475,116
476,159
477,104
478,96
479,133
480,96
481,102
482,85
483,127
484,127
485,115
486,73
487,136
488,133
489,114
490,137
491,149
492,89
493,133
494,134
495,103
496,104
497,101
498,117
499,130
500,106
501,94
502,129
503,110
504,101
505,114
506,109
507,115
508,100
509,107
510,117
511,95
512,139
513,161
514,95
515,68
516,114
517,101
518,87
519,145
520,131
521,93
522,98
523,116
524,106
525,85
526,132
527,89
528,124
529,137
530,113
531,120
532,119
533,98
534,120
535,116
536,125
537,138
538,111
539,93
540,135
541,121
542,125
543,108
544,82
545,82
546,114
547,127
548,99
549,86
550,136
551,101
552,95
553,121
554,136
555,106
556,97
557,142
558,109
559,145
560,105
561,89
562,82
563,86
564,132
565,86
566,126
567,143
568,146
569,110
570,108
571,135
572,95
573,140
574,137
575,156
576,106
577,149
578,141
579,99
580,87
581,69
582,114
583,113
584,107
585,108
586,107
587,93
588,186
589,169
590,90
591,151
592,127
593,114
594,107
595,107
596,96
597,132
598,101
599,106
600,112
601,85
602,140
603,106
604,88
605,104
606,146
607,108
608,114
609,134
610,119
611,132
612,128
613,121
614,119
615,144
616,116
617,112
618,139
619,115
620,112
621,101
622,82
623,104
624,148
625,118
626,105
627,87
628,112
629,111
630,145
631,134
632,96
633,142
634,99
635,118
636,117
637,103
638,113
639,106
640,104
641,109
642,124
643,121
644,106
645,108
646,124
647,122
648,130
649,50
650,101
651,54
652,122
653,123
654,84
655,118
656,131
657,144
658,94
659,145
660,132
661,106
662,115
663,150
664,101
665,95
666,61
667,90
668,97
669,140
670,114
671,109
672,144
673,121
674,109
675,108
676,131
677,113
678,107
679,105
680,105
681,106
682,105
683,144
684,128
685,118
686,104
687,111
688,114
689,115
690,132
691,79
692,97
693,114
694,133
695,129
696,92
697,148
698,117
699,106
700,88
701,138
702,53
703,123
704,83
705,84
706,135
707,95
708,90
709,114
710,128
711,114
712,149
713,96
714,106
715,142
716,102
717,136
718,97
719,106
720,97
721,76
722,89
723,98
724,106
725,178
726,148
727,107
728,152
729,78
730,108
731,111
732,143
733,80
734,95
735,133
736,160
737,100
738,112
739,134
740,101
741,76
742,125
743,106
744,108
745,139
746,104
747,86
748,121
749,105
750,124
751,113
752,133
753,97
754,106
755,121
756,119
757,106
758,110
759,126
760,97
761,92
762,159
763,122
764,82
765,111
766,149
767,144
768,118
769,138
770,131
771,112
772,133
773,79
774,135
775,88
776,111
777,109
778,145
779,106
780,119
781,107
782,100
783,96
784,103
785,113
786,117
787,137
788,93
789,136
790,115
791,108
792,91
793,128
794,127
795,135
796,108
797,145
798,114
799,151
800,113
801,123
802,111
803,127
804,105
805,104
806,130
807,94
808,98
809,130
810,95
811,146
812,120
813,97
814,134
815,122
816,147
817,143
818,118
819,129
820,126
821,97
822,115
823,91
824,139
825,124
826,119
827,138
828,136
829,109
830,129
831,94
832,110
833,130
834,97
835,128
836,141
837,101
838,106
839,108
840,121
841,140
842,82
843,89
844,110
845,115
846,89
847,98
848,130
849,143
850,121
851,137
852,133
853,90
854,129
855,110
856,144
857,131
858,147
859,157
860,147
861,116
862,109
863,116
864,93
865,105
866,114
867,91
868,94
869,119
870,108
871,129
872,103
873,131
874,124
875,112
876,126
877,128
878,100
879,108
880,155
881,100
882,135
883,159
884,118
885,106
886,92
887,110
888,109
889,139
890,101
891,100
892,125
893,138
894,107
895,154
896,103
897,101
898,110
899,90
900,139
901,150
902,107
903,94
904,148
905,124
906,109
907,161
908,129
909,122
910,104
911,116
912,110
913,92
914,121
915,112
916,116
917,105
918,122
919,143
920,95
921,102
922,146
923,139
924,130
925,153
926,120
927,110
928,107
929,148
930,103
931,154
932,99
933,116
934,135
935,123
936,93
937,143
938,103
939,119
940,103
941,109
942,120
943,120
944,98
945,101
946,169
947,132
948,121
949,136
950,101
951,188
952,110
953,98
954,122
955,103
956,110
957,98
958,140
959,96
960,112
961,153
962,153
963,141
964,98
965,122
966,105
967,94
968,114
969,141
970,94
971,105
972,105
973,120
974,119
975,120
976,109
977,101
978,133
979,117
980,117
981,106
982,115
983,93
984,124
985,107
986,149
987,103
988,94
989,88
990,98
991,92
992,136
993,111
994,130
995,111
996,147
997,166
998,98
999,108
1000,107
1001,96
1002,131
1003,103
1004,91
1005,127
1006,92
1007,91
1008,139
1009,111
1010,138
1011,108
1012,100
1013,128
1014,140
1015,79
1016,116
1017,138
1018,89
1019,163
1020,97
1021,109
1022,138
1023,109
1024,131
1025,105
1026,137
1027,161
1028,73
1029,101
1030,122
1031,150
1032,111
1033,116
1034,85
1035,118
1036,89
1037,173
1038,162
1039,90
1040,91
1041,157
1042,144
1043,107
1044,119
1045,87
1046,122
1047,108
1048,109
1049,94
1050,86
1051,117
1052,139
1053,122
1054,116
1055,104
1056,87
1057,139
1058,123
1059,117
1060,120
1061,159
1062,89
1063,144
1064,160
1065,101
1066,101
1067,87
1068,123
1069,102
1070,108
1071,107
1072,140
1073,81
1074,132
1075,123
1076,132
1077,139
1078,147
1079,90
1080,76
1081,147
1082,100
1083,99
1084,140
1085,82
1086,112
1087,113
1088,180
1089,109
1090,148
1091,83
1092,137
1093,124
1094,113
1095,118
1096,122
1097,134
1098,134
1099,116
1100,108
1101,115
1102,112
1103,109
1104,133
1105,111
1106,120
1107,147
1108,117
1109,127
1110,104
1111,107
1112,98
1113,123
1114,70
1115,157
1116,87
1117,95
1118,112
1119,145
1120,128
1121,145
1122,115
1123,130
1124,111
1125,97
1126,134
1127,143
1128,90
1129,101
1130,118
1131,113
1132,115
1133,111
1134,54
1135,106
1136,180
1137,103
1138,119
1139,100
1140,111
1141,90
1142,112
1143,126
1144,142
1145,135
1146,128
1147,94
1148,132
1149,110
1150,86
1151,112
1152,99
1153,101
1154,104
1155,64
1156,97
1157,114
1158,72
1159,137
1160,122
1161,112
1162,104
1163,114
1164,120
1165,97
1166,120
1167,136
1168,87
1169,187
1170,97
1171,117
1172,63
1173,150
1174,62
1175,156
1176,93
1177,108
1178,123
1179,130
1180,123
1181,101
1182,133
1183,129
1184,118
1185,190
1186,154
1187,149
1188,103
1189,126
1190,98
1191,101
1192,129
1193,130
1194,96
1195,135
1196,99
1197,128
1198,128
1199,76
1200,108
1201,112
1202,98
1203,118
1204,85
1205,106
1206,137
1207,124
1208,124
1209,120
1210,66
1211,90
1212,151
1213,113
1214,148
1215,105
1216,134
1217,100
1218,130
1219,97
1220,113
1221,150
1222,116
1223,116
1224,96
1225,166
1226,102
1227,98
1228,123
1229,121
1230,92
1231,100
1232,96
1233,75
1234,128
1235,127
1236,99
1237,139
1238,109
1239,106
1240,51
1241,132
1242,105
1243,91
1244,125
1245,156
1246,112
1247,125
1248,58
1249,99
1250,56
1251,100
1252,127
1253,113
1254,115
1255,161
1256,145
1257,98
1258,92
1259,112
1260,157
1261,145
1262,86
1263,135
1264,96
1265,99
1266,154
1267,139
1268,110
1269,110
1270,103
1271,106
1272,103
1273,97
1274,51
1275,120
1276,143
1277,117
1278,131
1279,123
1280,153
1281,71
1282,107
1283,151
1284,124
1285,132
1286,158
1287,92
1288,80
1289,136
1290,139
1291,137
1292,114
1293,114
1294,168
1295,97
1296,176
1297,55
1298,135
1299,152
1300,124
1301,108
1302,127
1303,132
1304,92
1305,118
1306,104
1307,161
1308,95
1309,122
1310,112
1311,148
1312,105
1313,79
1314,133
1315,112
1316,98
1317,119
1318,131
1319,111
1320,121
1321,167
1322,129
1323,165
1324,98
1325,161
1326,142
1327,146
1328,141
1329,115
1330,84
1331,94
1332,101
1333,108
1334,123
1335,127
1336,96
1337,104
1338,99
1339,159
1340,139
1341,118
1342,143
1343,95
1344,122
1345,110
1346,137
1347,129
1348,97
1349,110
1350,176
1351,49
1352,155
1353,159
1354,167
1355,153
1356,107
1357,139
1358,140
1359,133
1360,83
1361,110
1362,100
1363,84
1364,110
1365,77
1366,100
1367,108
1368,85
1369,161
1370,146
1371,101
1372,98
1373,89
1374,159
1375,107
1376,123
1377,161
1378,96
1379,133
1380,100
1381,148
1382,112
1383,146
1384,109
1385,140
1386,133
1387,79
1388,161
1389,94
1390,109
1391,159
1392,144
1393,181
1394,123
1395,123
1396,78
1397,132
1398,116
1399,123
1400,115
1401,120
1402,126
1403,160
1404,118
1405,101
1406,82
1407,147
1408,161
1409,130
1410,86
1411,129
1412,107
1413,123
1414,107
1415,135
1416,95
1417,135
1418,98
1419,132
1420,124
1421,121
1422,130
1423,133
1424,126
1425,105
1426,41
1427,69
1428,158
1429,162
1430,136
1431,150
1432,104
1433,122
1434,109
1435,146
1436,88
1437,106
1438,131
1439,110
1440,175
1441,110
1442,107
1443,92
1444,92
1445,138
1446,98
1447,93
1448,154
1449,172
1450,92
1451,133
1452,81
1453,126
1454,106
1455,123
1456,176
1457,102
1458,120
1459,122
1460,102
1461,133
1462,84
1463,108
1464,150
1465,146
1466,91
1467,108
1468,134
1469,100
1470,103
1471,119
1472,106
1473,104
1474,141
1475,97
1476,145
1477,155
1478,135
1479,141
1480,125
1481,119
1482,103
1483,100
1484,164
1485,121
1486,87
1487,135
1488,58
1489,121
1490,136
1491,134
1492,114
1493,125
1494,114
1495,83
1496,111
1497,117
1498,93
1499,108
1500,88
1501,112
1502,147
1503,130
1504,147
1505,102
1506,107
1507,125
1508,133
1509,114
1510,126
1511,116
1512,130
1513,112
1514,114
1515,124
1516,125
1517,79
1518,171
1519,142
1520,112
1521,148
1522,142
1523,105
1524,126
1525,88
1526,136
1527,142
1528,128
1529,121
1530,125
1531,104
1532,135
1533,158
1534,96
1535,105
1536,132
1537,122
1538,138
1539,140
1540,60
1541,127
1542,146
1543,107
1544,136
1545,131
1546,129
1547,131
1548,78
1549,120
1550,112
1551,110
1552,103
1553,121
1554,134
1555,111
1556,117
1557,120
1558,125
1559,34
1560,149
1561,121
1562,93
1563,110
1564,125
1565,159
1566,150
1567,124
1568,143
1569,116
1570,148
1571,149
1572,122
1573,146
1574,111
1575,87
1576,162
1577,116
1578,130
1579,100
1580,126
1581,124
1582,118
1583,134
1584,113
1585,168
1586,143
1587,111
1588,113
1589,119
1590,144
1591,99
1592,104
1593,143
1594,121
1595,134
1596,108
1597,129
1598,111
1599,119
1600,160
1601,131
1602,114
1603,124
1604,114
1605,107
1606,116
1607,116
1608,129
1609,142
1610,127
1611,131
1612,117
1613,134
1614,133
1615,107
1616,107
1617,102
1618,119
1619,117
1620,119
1621,97
1622,87
1623,102
1624,151
1625,93
1626,101
1627,100
1628,101
1629,116
1630,114
1631,159
1632,100
1633,98
1634,170
1635,103
1636,106
1637,107
1638,114
1639,118
1640,110
1641,112
1642,100
1643,118
1644,119
1645,166
1646,106
1647,113
1648,106
1649,100
1650,74
1651,129
1652,102
1653,106
1654,96
1655,127
1656,161
1657,158
1658,116
1659,99
1660,128
1661,122
1662,74
1663,141
1664,128
1665,145
1666,126
1667,109
1668,95
1669,145
1670,114
1671,154
1672,132
1673,146
1674,83
1675,126
1676,69
1677,178
1678,129
1679,90
1680,96
1681,138
1682,160
1683,140
1684,99
1685,105
1686,114
1687,110
1688,127
1689,142
1690,75
1691,94
1692,110
1693,131
1694,115
1695,100
1696,104
1697,137
1698,110
1699,105
1700,101
1701,104
1702,145
1703,123
1704,84
1705,107
1706,138
1707,96
1708,108
1709,130
1710,170
1711,154
1712,134
1713,150
1714,132
1715,117
1716,104
1717,123
1718,107
1719,154
1720,136
1721,124
1722,145
1723,100
1724,133
1725,82
1726,98
1727,92
1728,89
1729,148
1730,89
1731,110
1732,123
1733,143
1734,157
1735,108
1736,102
1737,169
1738,117
1739,148
1740,99
1741,127
1742,86
1743,109
1744,105
1745,102
1746,124
1747,135
1748,125
1749,83
1750,129
1751,93
1752,108
1753,138
1754,69
1755,91
1756,138
1757,131
1758,150
1759,175
1760,89
1761,162
1762,165
1763,123
1764,138
1765,97
1766,164
1767,127
1768,100
1769,86
1770,115
1771,115
1772,170
1773,89
1774,101
1775,135
1776,92
1777,102
1778,77
1779,123
1780,141
1781,130
1782,136
1783,110
1784,127
1785,118
1786,119
1787,97
1788,91
1789,155
1790,145
1791,97
1792,139
1793,110
1794,175
1795,133
1796,112
1797,120
1798,110
1799,165
1800,163
1801,92
1802,88
1803,103
1804,56
1805,66
1806,158
1807,126
1808,75
1809,146
1810,122
1811,98
1812,121
1813,156
1814,125
1815,116
1816,120
1817,108
1818,105
1819,97
1820,102
1821,121
1822,120
1823,98
1824,162
1825,138
1826,117
1827,119
1828,100
1829,131
1830,135
1831,158
1832,112
1833,93
1834,56
1835,129
1836,140
1837,155
1838,132
1839,94
1840,116
1841,77
1842,86
1843,102
1844,152
1845,146
1846,96
1847,107
1848,127
1849,111
1850,117
1851,128
1852,123
1853,160
1854,96
1855,139
1856,127
1857,76
1858,105
1859,154
1860,142
1861,109
1862,145
1863,136
1864,116
1865,122
1866,148
1867,81
1868,119
1869,67
1870,102
1871,113
1872,112
1873,126
1874,142
1875,151
1876,104
1877,135
1878,118
1879,101
1880,142
1881,111
1882,109
1883,154
1884,128
1885,158
1886,113
1887,161
1888,102
1889,138
1890,129
1891,124
1892,128
1893,132
1894,93
1895,145
1896,147
1897,111
1898,100
1899,114
1900,112
1901,77
1902,139
1903,105
1904,86
1905,104
1906,100
1907,112
1908,156
1909,134
1910,130
1911,115
1912,127
1913,112
1914,139
1915,118
1916,162
1917,89
1918,77
1919,114
1920,146
1921,127
1922,67
1923,95
1924,97
1925,137
1926,124
1927,150
1928,99
1929,113
1930,113
1931,119
1932,131
1933,117
1934,98
1935,147
1936,109
1937,129
1938,125
1939,105
1940,115
1941,117
1942,114
1943,88
1944,126
1945,79
1946,139
1947,165
1948,110
1949,47
1950,113
1951,102
1952,189
1953,106
1954,98
1955,140
1956,114
1957,101
1958,103
1959,99
1960,137
1961,103
1962,133
1963,138
1964,126
1965,107
1966,137
1967,127
1968,151
1969,101
1970,105
1971,142
1972,117
1973,124
1974,100
1975,113
1976,158
1977,131
1978,116
1979,107
1980,102
1981,112
1982,90
1983,159
1984,108
1985,84
1986,138
1987,91
1988,96
1989,152
1990,82
1991,141
1992,98
1993,125
1994,138
1995,97
1996,127
1997,117
1998,91
1999,42
2000,148
2001,123
2002,96
2003,140
2004,100
2005,103
2006,121
2007,104
2008,101
2009,74
2010,100
2011,154
2012,94
2013,111
2014,124
2015,97
2016,126
2017,112
2018,115
2019,135
2020,121
2021,124
2022,135
2023,135
2024,124
2025,108
2026,109
2027,135
2028,117
2029,121
2030,109
2031,145
2032,76
2033,137
2034,107
2035,144
2036,147
2037,116
2038,98
2039,123
2040,98
2041,163
2042,145
2043,92
2044,119
2045,130
2046,139
2047,164
2048,125
2049,92
2050,84
2051,132
2052,86
2053,81
2054,140
2055,138
2056,170
2057,87
2058,109
2059,104
2060,110
2061,134
2062,146
2063,157
2064,91
2065,117
2066,174
2067,122
2068,88
2069,126
2070,113
2071,107
2072,92
2073,104
2074,121
2075,107
2076,143
2077,182
2078,59
2079,131
2080,111
2081,107
2082,134
2083,100
2084,95
2085,109
2086,96
2087,101
2088,132
2089,123
2090,139
2091,125
2092,82
2093,133
2094,106
2095,136
2096,128
2097,138
2098,115
2099,140
2100,80
2101,109
2102,121
2103,148
2104,121
2105,92
2106,109
2107,121
2108,130
2109,154
2110,108
2111,113
2112,165
2113,109
2114,122
2115,121
2116,95
2117,148
2118,123
2119,127
2120,78
2121,119
2122,103
2123,98
2124,133
2125,166
2126,80
2127,115
2128,124
2129,117
2130,119
2131,144
2132,106
2133,97
2134,126
2135,91
2136,97
2137,93
2138,112
2139,127
2140,127
2141,72
2142,128
2143,107
2144,122
2145,98
2146,105
2147,112
2148,107
2149,142
2150,77
2151,97
2152,147
2153,106
2154,125
2155,119
2156,107
2157,140
2158,96
2159,131
2160,132
2161,63
2162,117
2163,94
2164,102
2165,138
2166,168
2167,98
2168,140
2169,94
2170,33
2171,184
2172,124
2173,154
2174,105
2175,98
2176,125
2177,112
2178,116
2179,94
2180,113
2181,138
2182,149
2183,98
2184,138
2185,146
2186,93
2187,121
2188,125
2189,103
2190,106
2191,117
2192,125
2193,94
2194,109
2195,126
2196,91
2197,152
2198,122
2199,120
2200,136
2201,99
2202,107
2203,137
2204,97
2205,102
2206,130
2207,109
2208,115
2209,120
2210,99
2211,83
2212,134
2213,132
2214,134
2215,116
2216,97
2217,147
2218,166
2219,110
2220,147
2221,116
2222,146
2223,124
2224,114
2225,157
2226,129
2227,110
2228,112
2229,133
2230,126
2231,101
2232,129
2233,120
2234,126
2235,113
2236,109
2237,110
2238,114
2239,156
2240,62
2241,112
2242,94
2243,127
2244,109
2245,74
2246,94
2247,124
2248,86
2249,117
2250,137
2251,148
2252,108
2253,128
2254,137
2255,140
2256,87
2257,132
2258,138
2259,121
2260,97
2261,135
2262,86
2263,115
2264,80
2265,141
2266,115
2267,116
2268,115
2269,92
2270,77
2271,171
2272,123
2273,123
2274,103
2275,139
2276,185
2277,108
2278,107
2279,90
2280,106
2281,140
2282,92
2283,176
2284,104
2285,146
2286,134
2287,148
2288,164
2289,142
2290,140
2291,141
2292,99
2293,87
2294,85
2295,107
2296,116
2297,125
2298,116
2299,114
2300,110
2301,112
2302,99
2303,82
2304,158
2305,77
2306,160
2307,102
2308,50
2309,143
2310,85
2311,121
2312,121
2313,119
2314,162
2315,86
2316,109
2317,93
2318,92
2319,128
2320,149
2321,107
2322,100
2323,82
2324,188
2325,115
2326,46
2327,127
2328,92
2329,164
2330,87
2331,167
2332,102
2333,122
2334,134
2335,106
2336,159
2337,148
2338,136
2339,107
2340,87
2341,112
2342,143
2343,148
2344,125
2345,149
2346,108
2347,174
2348,144
2349,108
2350,108
2351,108
2352,139
2353,81
2354,114
2355,125
2356,93
2357,112
2358,117
2359,141
2360,97
2361,116
2362,150
2363,134
2364,95
2365,123
2366,150
2367,124
2368,70
2369,135
2370,92
2371,118
2372,113
2373,119
2374,115
2375,89
2376,89
2377,51
2378,111
2379,83
2380,117
2381,119
2382,116
2383,144
2384,149
2385,103
2386,117
2387,94
2388,109
2389,106
2390,114
2391,122
2392,113
2393,127
2394,133
2395,125
2396,153
2397,96
2398,144
2399,71
2400,106
2401,67
2402,112
2403,138
2404,85
2405,123
2406,129
2407,99
2408,102
2409,119
2410,113
2411,109
2412,125
2413,95
2414,128
2415,148
2416,95
2417,139
2418,113
2419,109
2420,99
2421,169
2422,101
2423,106
2424,129
2425,116
2426,121
2427,113
2428,154
2429,101
2430,63
2431,107
2432,160
2433,150
2434,152
2435,90
2436,100
2437,110
2438,97
2439,100
2440,95
2441,81
2442,105
2443,112
2444,114
2445,98
2446,164
2447,121
2448,104
2449,83
2450,114
2451,145
2452,106
2453,114
2454,140
2455,94
2456,142
2457,87
2458,132
2459,94
2460,76
2461,132
2462,116
2463,92
2464,103
2465,84
2466,115
2467,152
2468,112
2469,164
2470,143
2471,119
2472,100
2473,106
2474,132
2475,109
2476,121
2477,169
2478,101
2479,68
2480,99
2481,107
2482,120
2483,156
2484,90
2485,115
2486,81
2487,193
2488,120
2489,111
2490,80
2491,103
2492,47
2493,156
2494,97
2495,113
2496,113
2497,116
2498,142
2499,115
2500,120
2501,172
2502,131
2503,46
2504,95
2505,139
2506,115
2507,94
2508,156
2509,70
2510,77
2511,142
2512,95
2513,122
2514,117
2515,125
2516,126
2517,101
2518,76
2519,135
2520,137
2521,124
2522,139
2523,100
2524,146
2525,108
2526,124
2527,119
2528,122
2529,123
2530,104
2531,101
2532,138
2533,128
2534,100
2535,141
2536,116
2537,62
2538,130
2539,118
2540,93
2541,100
2542,105
2543,144
2544,170
2545,101
2546,134
2547,80
2548,124
2549,139
2550,96
2551,106
2552,162
2553,164
2554,121
2555,106
2556,95
2557,113
2558,83
2559,151
2560,115
2561,147
2562,110
2563,148
2564,87
2565,75
2566,103
2567,74
2568,148
2569,126
2570,101
2571,117
2572,157
2573,72
2574,129
2575,155
2576,108
2577,113
2578,86
2579,101
2580,113
2581,112
2582,90
2583,115
2584,113
2585,109
2586,126
2587,122
2588,144
2589,118
2590,144
2591,132
2592,115
2593,116
2594,114
2595,108
2596,105
2597,139
2598,83
2599,125
2600,105
2601,64
2602,149
2603,116
2604,115
2605,76
2606,149
2607,120
2608,105
2609,94
2610,128
2611,124
2612,41
2613,55
2614,104
2615,116
2616,112
2617,126
2618,87
2619,168
2620,107
2621,131
2622,108
2623,94
2624,136
2625,74
2626,138
2627,117
2628,125
2629,166
2630,95
2631,122
2632,131
2633,121
2634,110
2635,137
2636,119
2637,113
2638,154
2639,121
2640,107
2641,148
2642,105
2643,110
2644,85
2645,138
2646,67
2647,153
2648,165
2649,158
2650,144
2651,89
2652,114
2653,118
2654,115
2655,122
2656,89
2657,145
2658,97
2659,114
2660,156
2661,83
2662,106
2663,151
2664,105
2665,175
2666,102
2667,123
2668,132
2669,123
2670,108
2671,120
2672,141
2673,117
2674,52
2675,120
2676,113
2677,91
2678,122
2679,118
2680,92
2681,110
2682,114
2683,160
2684,100
2685,108
2686,119
2687,154
2688,118
2689,134
2690,85
2691,115
2692,107
2693,51
2694,143
2695,128
2696,118
2697,111
2698,99
2699,112
2700,102
2701,116
2702,162
2703,123
2704,90
2705,126
2706,122
2707,127
2708,67
2709,136
2710,109
2711,114
2712,115
2713,109
2714,125
2715,109
2716,126
2717,120
2718,92
2719,87
2720,112
2721,171
2722,173
2723,135
2724,101
2725,117
2726,113
2727,105
2728,110
2729,117
2730,109
2731,138
2732,142
2733,143
2734,122
2735,110
2736,103
2737,145
2738,124
2739,125
2740,93
2741,112
2742,89
2743,113
2744,93
2745,103
2746,93
2747,116
2748,65
2749,140
2750,117
2751,120
2752,104
2753,86
2754,157
2755,72
2756,101
2757,138
2758,130
2759,123
2760,56
2761,111
2762,105
2763,141
2764,47
2765,112
2766,98
2767,106
2768,115
2769,149
2770,109
2771,95
2772,93
2773,120
2774,98
2775,43
2776,136
2777,149
2778,66
2779,148
2780,114
2781,53
2782,94
2783,143
2784,134
2785,108
2786,91
2787,112
2788,106
2789,91
2790,118
2791,90
2792,128
2793,112
2794,95
2795,100
2796,103
2797,126
2798,134
2799,110
2800,113
2801,147
2802,53
2803,105
2804,98
2805,121
2806,85
2807,67
2808,122
2809,103
2810,99
2811,115
2812,103
2813,98
2814,108
2815,124
2816,128
2817,84
2818,116
2819,107
2820,87
2821,157
2822,108
2823,134
2824,102
2825,113
2826,133
2827,60
2828,134
2829,100
2830,119
2831,119
2832,120
2833,118
2834,142
2835,116
2836,125
2837,148
2838,171
2839,99
2840,96
2841,113
2842,90
2843,99
2844,105
2845,141
2846,45
2847,71
2848,145
2849,69
2850,115
2851,120
2852,127
2853,119
2854,156
2855,106
2856,106
2857,119
2858,145
2859,113
2860,130
2861,81
2862,98
2863,124
2864,78
2865,99
2866,97
2867,87
2868,119
2869,98
2870,89
2871,77
2872,125
2873,135
2874,170
2875,129
2876,142
2877,75
2878,126
2879,70
2880,94
2881,85
2882,117
2883,99
2884,105
2885,153
2886,139
2887,84
2888,158
2889,155
2890,106
2891,128
2892,80
2893,98
2894,98
2895,146
2896,105
2897,100
2898,93
2899,115
2900,190
2901,139
2902,98
2903,108
2904,69
2905,126
2906,156
2907,139
2908,143
2909,128
2910,154
2911,125
2912,143
2913,128
2914,134
2915,111
2916,127
2917,124
2918,158
2919,155
2920,129
2921,98
2922,127
2923,126
2924,93
2925,108
2926,113
2927,100
2928,145
2929,134
2930,94
2931,91
2932,104
2933,94
2934,123
2935,58
2936,129
2937,46
2938,109
2939,103
2940,164
2941,82
2942,109
2943,104
2944,131
2945,128
2946,98
2947,141
2948,165
2949,104
2950,134
2951,127
2952,129
2953,108
2954,130
2955,121
2956,100
2957,127
2958,143
2959,159
2960,108
2961,134
2962,122
2963,117
2964,104
2965,126
2966,103
2967,121
2968,155
2969,103
2970,110
2971,135
2972,126
2973,106
2974,130
2975,122
2976,114
2977,81
2978,142
2979,50
2980,90
2981,153
2982,125
2983,159
2984,134
2985,120
2986,89
2987,108
2988,168
2989,134
2990,102
2991,112
2992,147
2993,117
2994,147
2995,47
2996,159
